,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29
10,4.411921644713468,17.373727139721893,5.340728229959691,85.23696579963726,97.58444127128861,75.30016056056559,61.160733391699296,38.616293009359204,0.3361432852074242,55.85627511670324,38.48592712623278,94.79500141067648,69.20720965930482,50.68830536254214,74.85996393399596,20.68972779243876,25.51308199799285,3.7545816596159742,9.87139132330589,7.464057581418981,77.21266006193092,87.47118882819466,19.686582866444635,3.164040645611743,61.78454509716087,56.482214073751116,11.092458444599663,80.25755302969768,52.04769844489302,67.77726937953152
11,89.40837442211381,19.40583101373501,4.154279243184611,79.62326780717913,54.892633092851696,37.656852071932775,20.530645659284342,43.15189660079779,0.8594837888498907,57.42892101402188,61.080669186770834,64.62849147035354,6.131188491140238,46.66189373156777,88.0289803163092,16.05276887666277,61.12957666412758,18.52516678094411,2.7586772375200574,72.61198422388195,65.4995244084134,95.1774370487441,73.30582417220673,59.83739816465147,19.17173132762866,83.20390739397443,31.85124954977979,49.41351554198399,20.99845919539035,51.553869119878584
12,55.92446140548743,85.48035271966758,36.09423237537549,3.9792041751716356,87.27439359231633,94.97820802487365,16.792260928302372,39.224536522634445,43.589983957447075,40.01283163878949,81.88358676081978,53.05394294852213,20.745894596221646,71.5878286673924,35.14335593218749,57.454679168127456,64.06795801178792,10.312814756993172,68.96427995804203,50.465920848251955,75.42466341387615,40.30967070093335,19.874056471428116,21.56805609597661,71.0197422821618,5.055009239803088,1.4012346365685602,3.458836787278119,1.418050556303252,10.857078744146664
13,66.38762046176214,12.062092425330228,41.66126435870893,8.450589230867845,56.5340617317339,39.1437496014179,38.296680789400426,17.015988347010847,96.72846763482741,45.244373434711825,43.721960319183964,34.86219693577367,84.57669202564487,9.76201696570449,80.07502180974032,28.320136588348042,89.07361773968285,56.076327997941235,18.120512136502033,22.213099986486572,58.596823828761494,74.87810599541665,66.1001502505925,32.81016059559014,87.63974610581,14.793289483603889,30.460662706243667,64.01408668950803,22.940777845172256,91.76213527906103
14,72.51089218338262,53.807771354472536,57.82315194275408,28.52282636812862,56.63607232947141,16.553516963141256,7.9110929001952375,41.20349552553265,37.890920705567844,46.79336038883656,99.47985119040256,59.69857305992634,92.79825911608866,36.10145103162966,52.65072072793464,74.85305926696142,94.18920898318456,70.3230091130922,23.7836711786928,16.35237451143353,6.110196985355277,64.41912223624209,70.91875057893388,58.192969520179346,62.986474229773115,36.4643695941481,82.51150473262737,21.25575915144935,28.689804232522008,52.284914757453635
15,77.65498094515351,5.358528635712045,11.873497287513535,11.239708874734866,94.32020057748535,67.99933111963131,7.609108897026351,47.136946660643886,71.82789307341703,35.49881092057029,4.41974013331643,17.753145154443907,9.576196966480055,67.62298746588338,81.92836368456588,9.888763502470177,60.13129513848556,57.70602920432999,62.07889313689486,54.231171341249706,15.396153124609102,43.90689436883791,9.494253669278596,58.04706840065851,7.592727390321318,70.3828095595987,16.118017986571363,7.634726454850571,41.41527265399105,89.5465858648503
16,74.1513965803363,95.92423386913535,95.98691174150396,79.08734044946264,62.44912948855577,33.59420886008295,99.57012574275299,37.425103222807785,92.59914745745415,81.26805914108577,78.48634426866205,71.81241960513496,76.37496709525308,38.30652877046473,3.244348225953919,8.518933366257265,22.262096123152986,11.550986721398626,87.13209447552715,67.36483216141774,42.89747314907974,37.38078956624561,31.743353891507354,50.17615480434138,66.86967189843209,94.69010056534181,8.695309001197494,99.16991235224938,41.499066865321396,62.71549418708897
17,94.19570216781555,99.51640432390185,97.2050910565752,55.15786919385195,79.19143676353121,50.36083308970392,92.57936822200685,48.694187794319014,79.24394455688146,57.80110030163089,71.9709009030103,18.492037219537938,77.4951702600061,17.60237242773508,6.837503374464172,81.01610285657875,55.92825030789258,99.36900402344018,64.48162205575511,97.87575828053257,48.3797027750734,84.97573869125036,94.09556411894032,0.4735220888479441,55.074045483341806,0.3396245333484704,87.46796809625204,75.94175081966257,7.932305647670845,28.669450172660007
18,70.03280675047678,34.369225798832716,97.72708482721738,89.3738526586066,36.017515614278715,39.154556861923474,39.36820885143953,91.06840885342451,50.92517749318712,81.2023329614347,99.96970578381412,57.79858467370629,22.55940412234898,49.75547279953798,10.461141659083983,51.2576289187176,11.598601466653434,23.705245767220962,33.83818643301595,1.5983440572525431,49.01491006748145,3.4612851595340333,74.26028065315538,34.75769659220418,83.92509710361993,58.11089548523927,18.110650678856523,78.29177882928592,56.61927072049433,48.2623932799061
19,79.96160292101663,39.04372041164093,97.26065477594746,66.11863247538453,95.39857550092555,4.018476264749138,4.815038388883064,34.777223252131975,67.946440886835,26.513891274295908,18.93102063113634,42.22657241826362,88.97570519819828,58.92224362201565,40.0471405077277,83.34321527164506,14.745735128009773,60.54109283739708,61.95602648264856,67.5829265765186,65.61568483099036,70.08143342954283,24.26560393314192,37.457985879664776,37.84972405230892,52.97768554574643,97.18155452616288,20.600750833130064,91.85637527939781,34.26337795575497
20,31.853294194905324,2.4584986748808713,66.5126189688074,28.8439224868556,82.66183463311442,32.45038453037462,52.119162386251425,51.8843422111692,99.33836670323933,74.51169450045592,34.064679078360335,98.7609277547208,4.559153694502949,10.271018966774637,61.11125528970884,78.54416429643256,94.7424946353907,46.66989807475005,18.261819264858293,74.79207998867007,75.56442114569487,43.619751730299384,63.95802265364732,10.370788882898408,44.122988237970176,78.1819351286078,65.92323200068913,76.58063656189917,68.48777720676961,89.20182556350011
21,11.656813604458527,51.294854938695586,93.17977180925884,25.243832747805296,65.95564611286102,33.138803473306446,53.74284044034254,77.63975610541841,5.116206545617363,91.71685004597052,59.285633538112805,4.718712108447132,71.7834925002835,20.666552030282592,40.80850356078363,72.89844530049118,39.98368486628069,79.14175348845318,13.122333153655475,27.771667708643378,2.288805857204612,70.42740464246693,89.0676304683723,19.802736841586388,94.43312830732211,32.977736173329696,52.27200971695234,55.92662862359411,14.838713410212822,91.04994219595777
22,7.600701824968247,63.10774932167548,50.73706389471917,87.82166647379212,64.10217977318122,86.85376143874079,33.291277352192274,88.498644690234,87.07288632289612,4.533352092642429,27.0434324623527,79.27391695963199,95.18376803892248,7.787654030243896,28.53506151998719,25.44153240821514,72.83109471353501,93.55007649880119,19.91664180554279,82.27969042636872,17.391434790725725,95.60659138564864,80.42243498152996,6.45643434070754,97.67802586245963,76.8802326629673,49.981942499747426,1.3051058431461482,16.853992499778403,24.435777117350057
23,85.31817201727583,26.771643163591065,30.0112073615316,37.73095604931471,33.98440030703668,36.458915928286494,63.51577045170744,65.31317992533766,89.278064753649,62.68363302161056,38.499135071319245,68.87893926755171,74.08164626933281,49.670465741959944,12.181231192251174,50.00016339346356,43.46078328384946,19.023601577491867,3.8945006212489197,55.914452232303915,69.67283663527195,17.424189176166806,93.92657943444311,85.25181891388901,75.39512372812179,0.3285389832172192,19.01184843895517,29.895175815332784,88.08086281926195,1.115077746118276
24,12.220098089553222,75.85126890558642,33.29311505496692,20.10870223711162,1.4968308730551105,66.92571815933306,10.89343989866095,90.35438350185649,97.45518652803769,58.347383915576636,95.37228686919075,20.17838989182864,15.677628519791298,15.084027757395212,2.1258841230382575,13.441979623271372,36.55897692337226,82.43676746524817,4.30964701822144,79.00827657249921,71.81549185183765,65.99415430769938,19.86106129001731,25.50188686840331,72.41837746036055,18.816940501900405,25.397343452775058,91.14977440544348,89.85570107478725,1.5334479877819662
25,60.507564315372505,26.336362384836164,35.61920580500665,97.85941575089062,24.58015049572857,52.51081570047411,9.44598175347322,46.731626168946306,98.57161061983871,37.06837222170783,81.95782619003113,64.47425898286743,86.43685499737556,32.4601137353676,79.04989121185491,93.38160498775927,59.1072053778047,22.290092432231333,99.57290447099622,63.51870430750366,38.85421195808109,80.98816627161266,80.48774495865723,85.21661920618524,44.291642175479865,54.54451717054505,6.012069922568997,21.94906237510764,53.24018345461309,48.702675730665945
26,33.1698982334798,73.59377438135272,77.66480759606814,79.51477125734378,1.1134722932477747,5.530219903723865,58.96616170364091,39.32397259446796,65.08824119203143,94.72319823519292,74.64962697561258,66.70045838694861,45.44995057899535,15.214549444801351,35.90647352288162,17.348541774004257,44.56060796347011,86.54374672970498,15.269223525286579,21.567351386990385,99.2040759305557,98.4736938876835,10.373917939163357,65.25012814242676,62.08149447074538,32.34597447059676,77.62829093869634,79.15791080999274,11.161648093819599,64.01493090369527
27,4.056399863154214,54.58823129391837,35.20301006377097,55.613998812514296,17.15476465075212,90.3151521903462,41.70359673724875,19.863343652293008,57.737020960209094,15.049715810418164,16.74344241415121,14.840743648967791,90.22544052748849,43.67000932763878,6.152169551224473,53.570968341828916,53.96360352568833,16.20462697912811,28.520458405461046,48.19114823176671,79.32980415628869,28.36871765745301,11.047995287021628,60.819792675574455,79.67559920027168,16.579797311069,91.01724697491115,56.47641364478282,61.27091442518903,74.01418642003327
28,88.61688381860583,74.21530839284945,12.6389024066195,50.05425328542952,28.01130877607666,34.214279379638725,76.80498376795175,94.20371143964917,33.690346154930474,83.46708443521733,99.24585988724168,49.544387319395476,87.90714940807952,66.24014712867842,75.60290132983063,75.81609529517455,96.3542628760025,75.05402820250929,74.21226030082283,70.83728348710021,93.18458752341701,95.53057723871609,89.34542478952137,83.51913607056377,23.45944482824368,0.8124023146298787,69.16892639006555,6.140944593117625,14.746269885387331,94.79697120705079
29,96.77422605694282,74.25888045777367,12.275568528201175,9.479114275885802,51.91513180353279,25.18108789273802,41.25362128303258,5.7663959336443416,4.1256971747399955,27.133485827576344,38.295042181969364,72.72748791368437,59.665135369530965,18.456888456471642,90.38503734181639,1.0766936587325193,49.99771188076478,54.199067517109754,53.573165443838,12.463679592668475,53.22583835470319,70.23896089337227,73.57245135268894,75.40337929236567,57.922589173347774,25.86286392338154,76.17732051089672,99.67935732427796,10.560252031545625,62.88547314137626
30,94.43303124872521,65.1137370149144,42.67460678685902,55.20412006699104,48.34357502904526,42.30647491458165,23.174689973450533,28.002172085884204,33.16417489174051,28.052119753607695,91.58717469804965,83.82525871630598,63.04317570053618,46.39280381946323,57.221654645715944,48.32180305972159,95.3831405418079,17.825802352347186,74.41950584313666,50.68991076127527,66.63992925270875,9.383026522495774,28.765569349294296,11.901965107324685,82.0931912953017,31.792206392724744,36.96656258300397,7.637616212684173,35.19921446227296,8.625331853745177
31,86.0900655716001,78.1181846172451,26.120556194156997,4.593713808087352,7.390824541589824,44.1702050220364,81.32360508040057,84.0984298331636,57.844428292162554,1.3121115995874066,30.65449315830889,38.779710765940045,77.19387671431237,6.045869549067973,70.52964067423576,86.89405176088954,26.30088952977041,61.825992717885924,98.29451595752012,28.66600042745141,32.570648350393036,20.079342706127846,55.08103709808422,75.8218314554562,18.01505548226807,2.535739079228727,8.932376099574334,63.24556371766559,58.525142826423995,77.70224338404593
32,32.307304120163614,52.80923362392153,14.118111796225863,38.07873950305047,10.967110214539865,99.04314815557676,82.1848267374001,70.0698969556888,30.885598547718686,13.419271269427146,0.22121420102643174,79.37972053394779,37.15442050628506,48.66343947214025,51.60423593369538,20.895712712131022,0.7031474569633933,6.794556857123335,40.15300127270051,91.50262139943372,33.30791404819055,75.15650055188978,81.22428934249776,45.70093219547147,63.28748310299805,45.066820556139334,18.27459628924525,71.8890255525783,86.43778874289364,66.23851647866246
33,53.2350404494639,82.52031385043958,85.35207168849077,43.90068497677547,33.96019799892668,53.48856270024533,76.86131704496971,60.23284814657678,92.2563880867042,33.675611834534045,71.48530643245248,91.06768161444373,29.74949138779779,61.07706999643887,4.039218655885001,23.453537411824033,59.45091280279063,30.896678697088063,76.08199028290201,23.102762058285297,81.00302352372417,51.43698998208694,92.62596203852983,38.41703362464989,45.143469301256076,36.695000782178624,88.20713207093554,56.65569151151666,70.43092189581478,34.58067828451602
34,21.90640331506808,2.0823383490243264,72.53042290483992,72.09977595858601,51.18128285487592,49.82235678550779,12.867529379711884,55.97445546865747,93.56134995867889,30.06077427537609,16.70732343111864,69.04230355499102,38.598504819264356,92.55151991896926,39.570396185399005,18.482553044753626,71.42385548999845,58.1149626650762,51.172795249696755,16.97585886158294,36.05529699989643,43.745052736118794,47.05609352689126,32.34750940305729,27.470309917809598,98.03715731078,76.61337665904057,38.57081193764207,14.049304495051773,74.89660236381647
35,4.529964619931349,17.67108667257431,51.517739040141194,41.69968192878124,72.95523823517014,7.724188503433904,63.998075902024276,52.18740663699637,19.507916291073933,82.46451360952804,82.00931753900593,37.93479521027482,65.4860714216855,47.069937123112126,73.43829922577441,57.54050574956865,88.76981411142805,35.031377431601754,37.18925019133066,76.96886245722428,74.33518998417631,46.812436084926645,55.26087320960726,60.55715616884907,97.5228026704851,50.11970651250577,90.96814229487447,41.66663067121461,55.440205558535204,92.18473803656941
36,19.731439874291556,13.107084388797086,97.04742497489434,50.67139917777052,6.045445166620911,74.15220741512358,40.07242525260738,87.33206508945808,50.188198678658445,48.33371905034293,8.2536737725998,87.43575512176605,7.817839656413428,78.51464002919634,85.25159782328568,76.18063384733483,7.166349046933673,23.813592265696393,57.84993766703484,84.6613621313743,13.337697708094476,97.72598741678632,30.857011791432488,70.50783013536308,35.58903476838873,97.25161868505924,10.31376674056017,84.21981974189389,99.48542573760277,28.76153838712692
37,61.01951030223805,12.314618085006867,27.308966186113114,93.13162049337798,95.59488167189375,96.41784659036911,1.4012773335332795,75.76817827183538,14.127534700504185,4.947112035883572,16.88539901182876,68.7482620991943,99.1886212772433,94.33398858088128,37.860244139202514,5.5690337082538015,88.91316584887473,5.475238133384785,17.49640972602172,40.69611129145031,40.205652021950435,32.98292396783402,72.72439463519693,89.27298238838773,26.621898385557873,68.15542552186604,85.4179594753105,12.629170448996064,55.6610726540558,42.75160911048971
38,38.901666672986494,33.54233715613134,20.35387793472386,69.7183854147092,28.75501052819066,42.97195473979156,60.93204371753998,31.997822329144952,32.41709275696289,77.98493715504866,32.27765681912217,74.09534195999444,27.910684211444526,55.07872780960711,71.81108996964122,44.34037469071617,50.27043454314476,84.42827614511145,50.87413368368063,25.23530074314676,38.16583846432192,77.42999961208935,7.079501800675548,22.114151804191216,84.49112481929515,67.62741305589795,83.99121191084194,24.371014429587877,32.25435733226757,86.37810175141428
39,92.64724659796848,69.3042907993927,34.39240599337923,84.98792296042802,26.266232766807683,52.99755106139269,4.342416064375476,45.533784779895015,62.38574143045952,92.10862522005515,61.617256798495305,68.64506967346952,14.339158052896927,52.01416779707163,88.19650803136852,91.61033713377383,34.964415547352154,92.67518555740384,44.95641675479776,23.838036162779087,94.77959348783347,5.240292877664587,22.09335455070186,30.9739264280271,51.971143428562335,55.81465304683897,97.59451195333597,69.00149704221866,87.42956327607135,27.553130238707936
40,97.9175444688093,62.72176776468677,91.69169895725724,83.44679354608114,86.06567574350423,8.38105712664683,25.57740022167012,43.76891305701777,56.31248931637071,92.71413848156358,4.527797066748729,91.92558525750731,76.82855580612949,66.79411898097621,64.66706127919569,12.440321218751471,22.32989450143652,57.85505350323996,28.493342288542767,67.12275157351615,89.31031119721679,95.63142984641915,90.43866151097859,82.57499886813787,15.6494318544527,51.03960077070484,33.06441303462654,8.716670743055433,1.227475715689963,56.4366764393203
41,44.73721059065857,16.8849989291749,53.550932866946674,77.89735823931777,17.33699080524742,76.27422353994162,68.64013937584728,47.478230529324584,53.19123102870819,54.83799548543028,39.84284282655051,9.789275938542962,92.32844958977691,16.696191348365897,83.83862825112985,86.31622581392318,96.75868428477912,9.29740574025466,22.012545523445624,65.86826955753384,74.56862301600484,67.99360627320202,95.1685405108854,97.1031199794771,16.959659534223448,56.58469490513883,11.808171401725097,90.21478955555533,42.89466829018485,8.357154222799402
42,46.56095539941798,98.98013780271388,89.88425811586092,4.224782762492385,11.107318517779197,99.52132475308693,43.92403374655656,19.290624588949555,57.487350732060506,31.421146645724342,96.35991637337082,3.7313310438383263,72.55042088102233,48.092282424337796,90.572792640452,34.10382630905946,27.35144340955149,88.37153383600257,7.465170637415886,48.5737701706638,69.5768093294957,45.87262405544493,70.4787383731519,46.83198841106277,71.82829968608866,70.31168037743302,6.081782992035977,62.06346139277073,61.85648805630801,27.199733304697528
43,2.666538549891617,87.35190258368874,46.06795390397135,35.90703577319043,62.957215587108365,43.680292367046015,63.71070222313906,89.88192200492153,51.50424745245482,63.66843446384208,95.5109246387728,12.321101010493917,18.556211812765135,60.41660534812326,54.87902590593491,5.80806061325937,54.26332813383635,50.2062171715041,72.25609994990684,35.68159559625277,76.70836627367156,25.374369113561855,59.693180879023046,67.18972888535254,22.812566472583327,92.60381725596748,46.02403911434786,30.67360962228214,34.96956183516537,5.324823261297307
44,82.04578556249942,30.265756044625835,91.32091776900286,42.87917747289088,79.62735463454176,90.36528984387718,2.3040703224238124,83.9119339616894,81.08885233906625,6.7903731739851985,41.27874536262718,22.64853916920011,80.71934095406202,39.79830834553656,29.787318335558012,93.10263368269982,89.82733718426675,19.13430272961105,35.58091210502544,21.71496480276677,16.869664862940827,65.532122404222,38.98242878328866,11.767657010113929,12.389623850869357,47.02666393017224,17.284926187660588,57.237286630883865,4.806962391419489,2.0502784214758263
45,83.4386402467738,87.60415364644477,15.132583074170935,48.66177071514654,17.49262186895152,83.44169156786167,63.763886933977886,39.87745524887203,48.98706891589472,15.567128280801168,39.086120354909696,22.231154221291995,70.62135967103468,78.1895917514795,38.66694925383962,80.3360307588266,85.2645405059961,79.017919831317,27.83384608607733,40.53133520585781,24.155756687020325,99.1470692523043,9.858810209243519,50.70106792620639,39.94896571020411,36.362884346099136,67.5442173001259,78.3577026404733,41.49824516249405,56.93348401758263
46,44.82437770454099,1.1149186452235393,19.018653501574466,68.05975696898973,78.53511492634286,57.50445869554529,84.01801837180264,12.100055521754827,49.06804522564382,53.51661361490101,28.367907520918745,79.56550791101887,6.838180734324528,64.65197654186741,56.65910618317338,80.3446400445165,1.702866338449116,69.64231800884228,56.44487478220993,58.229712692574495,19.574643814704995,17.61250545325409,82.52944403347804,68.54403405108795,93.35072587415716,22.294397466955928,0.6722658818579252,20.215645358767297,29.60160114356277,31.98079144378765
47,84.5969539752117,46.22336347180972,15.88496058383475,88.91132294920007,32.54884302879727,12.5088264747661,68.3636754800714,76.04038947567675,73.96221974089417,45.579209313772175,66.10428849509611,92.52820507280579,83.11563457040465,4.3059097115915606,55.42995379581214,7.815803656853538,90.75961474109168,31.774408352965654,65.49397616471644,47.579670459624126,34.58407035684764,6.299208390989886,38.13059801955181,66.00308295471702,14.296647478141223,48.48618826402525,9.903890423032923,3.494138878951869,96.84225296173149,91.35302101717113
48,2.0585248899280706,86.79524625092102,97.94472686422311,66.93011896679018,2.7959600102825055,93.25610951593904,36.72539011112662,88.44188727337954,5.726483349118395,87.5720340292182,56.407596090821066,51.17068043690642,55.652282464934125,8.12847803786305,49.48790605315154,47.110676668862304,19.679521181013104,25.707415851148184,84.14678881082193,31.502684268019287,19.502114585308718,27.637925262227014,24.36273888940752,61.599613252709965,77.9458730343238,1.4968210662553383,26.58516748815847,83.25763843481198,71.23540537274728,59.35892430319355
49,38.84591235652331,26.131371373303857,48.60974801136771,24.446415132871703,18.664113493744438,43.59426304875167,37.24018458812969,41.74003896264207,99.54532221870832,37.39009925194659,23.23645442720046,34.975618879104545,34.035877486957475,17.149673028434286,47.61068071484479,34.2709251921962,10.011385060861578,10.244509030788418,73.72200673046514,83.15164328814737,68.56650907275333,54.7672462795031,93.741573002951,6.438380846749315,82.05784795460322,22.709703719720064,93.67044930135113,11.442737967720596,34.46214622772551,64.5993179490106
50,80.97358859090484,52.347584360915235,24.925100371138008,68.40322727137081,25.063839769261676,43.61639895888692,83.12690037427707,47.31825532254403,38.83240366483768,62.78142384655055,21.194560162476883,49.24103266836831,30.5294720531441,8.59820081469752,57.20799432216583,49.56413986481144,62.686694823386844,90.96995840476015,84.52435308854382,84.0772383692677,18.62941527720906,91.70930746520742,18.707099844965846,88.71929202194916,61.203983099475565,89.53727138586045,75.49215314981923,42.9632593662008,84.93185965634665,81.01255096377689
51,51.07245101736472,24.402830081519646,99.08896497860607,13.603027691003888,31.369489679769945,60.72205233345564,9.565894373945593,56.08867216729985,61.159479542117765,78.22384336751502,99.65098692373857,1.3865218425183068,25.120528317754044,32.08573248558437,98.51958075804501,30.41934446263621,8.459498801529397,77.26378673151419,42.276504278352036,12.015256439448574,7.9974556211143355,88.99462713277687,43.791566782358416,63.058370822346944,67.69772431117175,42.7052492681806,5.778965660576563,44.916163992207814,87.65327578864922,99.79353922771396
52,72.1248065813446,41.44804860373168,82.66204385020554,53.19817814869283,96.77820586928479,2.7727806313265213,68.01555815715089,48.34212693324742,26.17660430240968,55.39828054137806,8.412989377058011,12.220646649812073,87.5189418996895,11.827101330515422,66.92094111069929,85.25958308489123,74.35638945286126,79.75791389381261,71.72252890848343,3.4727749457992285,22.387030816997576,75.77548480456929,76.36525111883851,45.52712955698546,90.518211695087,3.389192416876463,43.5387155362273,41.61644619391942,61.39884655305061,27.371190273458012
53,5.003149827103403,48.00506906188955,87.00228101391716,20.81626013602238,90.81356248138974,49.44244527934914,61.71106867297349,91.02549009942067,70.24420014924935,43.846549498039224,94.8719957619351,44.15327049477232,43.73434151088191,45.6766222688766,76.96237638552034,5.734216335735387,50.33028651444057,96.15916350065739,93.59395739042279,46.528686451975595,78.04101228380483,10.04884643125611,2.5550468365536427,79.17036186738233,3.903439634505812,75.3428838838512,9.956198592751853,20.39291300050786,26.072988509599814,54.83719155809613
54,75.87451180120856,40.035355861455336,19.917618711967343,8.48561026487895,38.32379160363132,50.18565393059507,13.74148751627139,18.734882159387347,10.425668489558582,44.0486329345366,22.88435842341956,39.75342278105634,93.0023201811077,19.021679965290673,62.33177885279271,31.32552589340475,0.6317449012336773,52.17927009453731,88.84430691438642,85.85212940047607,89.81550781988797,73.42377892480194,78.6560243923166,4.882349121373752,3.0377841647152515,16.33450628630865,18.458132929701687,72.04193621895328,49.33501442533325,90.66023523642335
55,34.49061601083626,52.34464927617287,89.42801383619516,24.339700512808516,72.76544812380686,34.04973098143906,31.02377795982826,46.10508629189237,44.146738927177985,13.14302601920364,8.247033102648672,42.956985646582524,38.30830437291556,15.414215982320645,49.518636885665146,39.29623406264241,22.066544815846278,72.01216577576312,47.17506390338239,70.48234608831517,42.869956335512796,99.86104294618818,60.18183846402692,7.341371986061929,78.98120332710465,99.33950460971208,71.5588424089502,95.99828109524866,62.454683024149006,73.81262493796564
